DSP	RSCU	dRSCU	CpG?	CpG_exon	f_premrna	f_mrna	TFBs
33	1.8517	1.3839	0.0	0.4287	0.3332	0.2355	1
58	0.912	0.1501	0.0	0.4375	0.0002	0.0016	0
14	1.1457	0.0393	0.0	0.218	0.1969	0.1144	0
56	0.7725	0.3114	0.0	0.2835	0.3221	0.2614	0
107	0.8668	0.2664	0.0	0.1523	0.4334	0.3144	0
2	0.985	0.1504	0.0	0.1523	0.4384	0.3624	1
11	1.1127	0.2255	0.0	0.0	0.1837	0.2331	0
97	1.0582	0.1163	1.0	0.0938	0.3545	0.441	0
18	0.8873	0.2255	1.0	0.2886	0.4345	0.345	1
8	0.985	0.4361	1.0	0.6368	0.4826	0.0719	1
16	0.5079	0.9007	0.0	0.9447	0.3749	0.1211	0
27	0.9296	0.1407	0.0	0.3703	0.4935	0.2185	0
41	1.1457	0.0393	0.0	0.3514	0.4659	0.2512	0
45	0.9288	0.1425	0.0	0.3514	0.4652	0.2532	0
36	0.9138	0.1724	0.0	0.2856	0.3554	0.305	0
63	1.062	0.1501	0.0	0.2856	0.3511	0.3185	1
626	0.9296	0.1407	0.0	0.4972	0.1064	0.2604	0
5	1.0	0.3455	1.0	0.8942	0.3263	0.3202	1
14	0.8952	0.5475	1.0	0.8942	0.3266	0.3211	1
50	1.1615	0.3231	1.0	0.4119	0.4707	0.4691	1
126	0.8952	0.5475	1.0	0.484	0.4496	0.4921	0
19	1.4211	0.4361	0.0	0.2713	0.2532	0.4137	0
12	1.1064	0.6547	1.0	0.3977	0.3734	0.496	0
49	1.291	0.0212	0.0	0.2058	0.3024	0.1952	1
35	1.1245	0.2219	0.0	0.1701	0.4106	0.1307	0
55	0.8455	0.309	0.0	1.0156	0.0034	0.0427	0
66	1.062	0.1501	0.0	0.3991	0.4385	0.3623	0
265	1.1457	0.0393	0.0	0.2878	0.1818	0.3123	1
189	0.3255	0.984	1.0	0.1925	0.2935	0.0882	1
1071	0.9288	0.1425	0.0	0.2969	0.382	0.4472	0
816	1.1245	0.185	1.0	0.2969	0.4701	0.4492	0
336	1.1353	0.6767	1.0	0.2969	0.3636	0.255	1
5	1.0	0.0	0.0	0.204	0.2369	0.2127	1
29	0.6561	0.1799	0.0	0.204	0.2409	0.228	0
49	1.0835	0.5756	0.0	0.4016	0.0476	0.1827	0
18	0.7249	0.2306	0.0	0.0	0.429	0.4304	0
4	1.4211	0.2857	0.0	0.2614	0.2027	0.3832	1
136	0.9418	0.1163	0.0	0.8086	0.004	0.0247	0
18	1.1457	0.0393	0.0	0.3804	0.1648	0.0713	0
13	1.062	0.5368	0.0	0.1513	0.3016	0.1921	1
7	1.1332	0.2664	0.0	0.3173	0.4888	0.4052	1
18	1.0835	0.5756	0.0	0.3173	0.4867	0.418	0
45	0.985	0.1504	0.0	0.3063	0.34	0.4957	0
138	0.4679	1.3839	0.0	0.1901	0.0512	0.3579	1
66	0.6545	0.6909	0.0	0.3188	0.1967	0.2171	0
246	1.1457	0.1506	0.0	0.1889	0.075	0.3938	0
386	1.1245	0.185	1.0	0.6286	0.4515	0.4541	0
272	1.1245	0.2219	0.0	0.6286	0.4466	0.4798	0
1607	0.7904	0.3832	0.0	0.6394	0.1819	0.4033	0
1214	0.985	0.1504	0.0	0.6394	0.2353	0.478	0
89	1.2962	0.1506	0.0	0.6394	0.3881	0.1392	0
62	0.7249	0.257	0.0	0.1414	0.431	0.3967	0
45	1.1245	0.799	1.0	0.936	0.044	0.3467	0
4	0.8385	0.3231	0.0	0.4674	0.4713	0.1786	0
26774	0.985	0.1504	0.0	0.291	0.3012	0.3012	1
27116	0.8952	0.5475	1.0	0.291	0.4758	0.4758	0
27302	0.5079	0.5756	0.0	0.291	0.4288	0.4288	1
439	0.8668	0.2664	0.0	0.287	0.0918	0.1307	1
55	0.9296	0.1407	1.0	0.287	0.2463	0.3507	0
364	0.5079	0.5756	0.0	0.287	0.3427	0.488	0
349	1.1457	0.0393	0.0	0.287	0.4504	0.3582	0
1934	1.062	0.5368	1.0	0.8167	0.4854	0.4854	0
3095	0.6545	0.6909	1.0	0.8167	0.1384	0.1384	0
38	0.7904	1.5808	0.0	0.0	0.1409	0.3902	0
33	0.8668	0.2664	0.0	0.2415	0.189	0.3914	0
34	1.291	0.6349	1.0	0.8063	0.0112	0.0647	1
11	0.9026	0.2219	0.0	0.1388	0.0063	0.068	0
5	0.7249	0.257	0.0	0.0	0.1392	0.0782	0
75	1.0	0.0	0.0	0.0677	0.2925	0.4007	0
22	1.8517	0.8962	0.0	0.4272	0.0863	0.3409	1
61	1.1353	0.1504	0.0	0.4272	0.085	0.3693	0
15	0.8668	0.2664	0.0	0.1979	0.0413	0.3503	0
143	1.1353	0.1504	0.0	0.1263	0.0658	0.3956	0
31	1.0835	0.5756	0.0	0.1438	0.2337	0.4886	1
213	0.985	0.4361	0.0	0.2496	0.0435	0.4205	1
597	0.4679	1.3839	0.0	0.1933	0.2963	0.1396	0
239	1.2698	0.0635	1.0	0.8235	0.0342	0.4886	1
258	1.1245	0.185	1.0	0.8235	0.0341	0.4958	1
567	1.1353	0.6767	1.0	0.8235	0.0327	0.3866	1
573	0.985	0.4361	0.0	0.8235	0.0326	0.3843	1
561	0.7904	0.3832	0.0	0.8235	0.0324	0.3672	1
354	0.7249	1.1269	0.0	0.8235	0.0315	0.2887	0
351	0.9138	0.1724	1.0	0.8235	0.0314	0.2876	0
696	0.9026	0.2219	0.0	0.1478	0.0698	0.2307	0
867	0.8668	0.2664	0.0	0.1478	0.0672	0.2597	0
128	0.4679	1.3839	0.0	0.6621	0.0748	0.4366	1
21	0.7904	0.3832	0.0	0.6667	0.4251	0.192	1
10							0
37	0.9296	0.1407	0.0	0.2534	0.299	0.4092	0
3	0.4679	1.3839	0.0	0.2913	0.2029	0.4477	1
56	1.1457	0.1506	0.0	0.2036	0.2407	0.4739	1
138	1.1737	1.1976	0.0	0.7828	0.0058	0.0745	0
71	0.7249	0.257	0.0	0.0	0.3307	0.3995	0
11	1.3455	0.6909	0.0	0.2851	0.1063	0.2804	0
6	0.985	0.1504	0.0	0.1586	0.1337	0.3341	0
14	0.7725	0.3114	0.0	0.1586	0.1332	0.3553	1
1082	1.8517	0.8962	0.0	0.1901	0.0066	0.2976	0
293	0.985	0.1504	0.0	0.229	0.0434	0.1694	0
38	0.7904	0.3832	0.0	0.4029	0.1207	0.3711	0
74	2.3713	1.5808	0.0	0.3381	0.3215	0.2001	0
44	0.4271	1.1717	1.0	0.2089	0.3309	0.231	0
909	0.7725	1.5988	0.0	0.2089	0.2326	0.4593	0
188	0.7249	0.257	0.0	0.3321	0.2307	0.0424	1
43	1.1457	0.0393	0.0	0.2563	0.3552	0.137	1
8	0.4762	0.1799	0.0	0.394	0.2483	0.2876	0
3	1.1545	0.309	0.0	0.3992	0.3256	0.124	0
56	1.0	0.3455	0.0	0.2839	0.4382	0.3109	1
28	0.4611	0.3114	0.0	0.3401	0.1311	0.3391	0
6	1.062	0.1501	0.0	0.5962	0.0184	0.1161	0
4	1.1332	0.2664	0.0	0.4814	0.0737	0.193	0
12	0.9418	0.1163	0.0	0.0	0.1087	0.2469	1
16	1.471	0.9419	0.0	0.386	0.387	0.1525	0
2	1.1332	0.2664	0.0	0.0	0.0968	0.0744	0
52	0.4679	1.3839	0.0	0.473	0.4194	0.1336	0
25	0.7249	0.257	0.0	0.1504	0.0661	0.0763	1
67	1.4211	0.4361	0.0	0.5278	0.0429	0.3717	0
27	0.8385	0.3231	0.0	0.356	0.4418	0.0412	1
117	0.7725	1.5988	0.0	0.8834	0.0109	0.0222	1
49	1.062	0.5368	0.0	0.0	0.0751	0.1794	0
24	1.1737	0.3832	0.0	0.0	0.0715	0.4377	0
93	1.1457	0.0393	0.0	0.0	0.0563	0.4412	0
2	0.9555	0.8962	1.0	0.6645	0.3999	0.0741	1
135	2.3713	1.5808	0.0	0.4621	0.3942	0.1085	0
36	0.9296	0.1407	1.0	0.0825	0.0201	0.4863	0
63	0.8668	0.2664	0.0	0.5013	0.4125	0.2028	0
93	1.1545	0.309	0.0	0.3693	0.2981	0.315	0
10	1.471	0.9419	0.0	0.5499	0.4401	0.1965	0
80	1.0835	0.3251	1.0	0.6364	0.3103	0.4414	0
110	0.7904	0.3832	0.0	0.4446	0.1129	0.4524	1
182	0.6545	0.3455	0.0	0.5796	0.2761	0.349	1
11	0.9288	0.1425	1.0	0.5796	0.278	0.3252	0
176	0.6545	0.6909	1.0	0.5423	0.3151	0.2993	1
113	1.1064	0.0393	0.0	0.2698	0.0442	0.4265	1
83	1.1457	0.0393	0.0	0.4264	0.0679	0.4102	1
5	1.0712	0.1425	0.0	0.1892	0.287	0.1921	0
50	2.3713	1.9401	0.0	0.2326	0.3865	0.3179	0
37	0.9296	0.1407	0.0	0.3762	0.2848	0.3105	0
16	0.985	0.5263	1.0	0.3762	0.2828	0.3047	0
12	1.0835	0.3251	0.0	0.2645	0.0019	0.0546	0
61	1.4211	0.2857	0.0	0.1312	0.4117	0.3218	0
699	0.9296	0.1407	0.0	0.2715	0.2164	0.1521	0
52	1.1615	0.3231	0.0	0.2036	0.2632	0.4761	0
17	0.8668	0.2664	0.0	0.0	0.1197	0.1639	0
33	1.0835	0.5756	0.0	0.4252	0.2534	0.3841	0
4	1.3095	0.4069	1.0	0.0	0.3975	0.1736	0
449	1.1245	0.2219	0.0	0.2321	0.019	0.4203	1
296	1.2962	0.1506	0.0	0.2321	0.0204	0.3765	1
38	0.4611	0.0299	0.0	0.0	0.4087	0.1296	1
21	0.8952	0.5475	0.0	0.3263	0.3669	0.4051	0
23	0.9288	0.1425	0.0	0.0	0.0578	0.2158	0
704	0.7904	1.5808	0.0	0.2344	0.0665	0.3082	1
158	0.4517	0.6547	1.0	0.3351	0.1357	0.3643	0
398	0.4271	1.1717	1.0	0.3351	0.1052	0.4923	0
905	0.6545	0.6909	1.0	0.6446	0.1351	0.2449	0
30	1.1457	0.0393	0.0	0.1994	0.295	0.3801	0
15	1.062	0.5368	0.0	0.0854	0.1181	0.4109	1
30	1.1457	0.0393	0.0	0.2507	0.0429	0.2725	1
27	0.6545	0.3455	0.0	0.5324	0.3313	0.3403	0
38	2.3713	1.9401	0.0	0.1852	0.3068	0.2509	0
22494	1.0835	0.5756	0.0	0.3936	0.2233	0.2233	0
47	1.062	0.1501	0.0	0.1885	0.039	0.4529	0
25	1.062	0.1501	0.0	0.2367	0.0492	0.472	1
77	1.291	0.0212	0.0	0.3746	0.0554	0.497	0
49	0.9138	0.1724	0.0	0.3569	0.0165	0.1253	0
47	0.6545	0.3455	0.0	0.2	0.2328	0.4215	1
2							0
11	0.9418	0.1163	0.0	0.2609	0.0432	0.1907	0
60	0.7904	0.3832	0.0	0.2094	0.1928	0.4402	0
91	1.062	0.5368	0.0	0.109	0.2178	0.4371	0
18	1.3095	0.185	0.0	0.2377	0.3012	0.2672	1
126	0.912	0.4848	1.0	0.7264	0.0035	0.2546	0
156	0.912	0.1501	0.0	0.7264	0.0032	0.2369	0
9	0.4586	0.6767	1.0	0.2889	0.2358	0.1757	0
64	1.0862	0.1724	0.0	0.0981	0.4333	0.3666	0
79	1.3095	0.4069	1.0	0.1885	0.1069	0.1313	0
363	0.7904	0.3832	0.0	0.5733	0.4034	0.425	1
693	0.985	0.4361	1.0	0.5733	0.3393	0.4834	0
16	0.4762	0.1799	0.0	0.7645	0.1745	0.0879	0
54	1.0	0.0	0.0	0.1952	0.1923	0.0957	0
49	1.062	0.1501	0.0	0.2442	0.3824	0.181	0
65	0.9026	0.2219	0.0	0.3454	0.4136	0.4311	0
38	0.7725	1.5988	0.0	0.0	0.352	0.4778	1
21	0.9288	0.1425	1.0	0.1833	0.3083	0.4584	1
43	0.985	0.4361	0.0	0.1543	0.2701	0.4288	0
38	0.4311	0.3593	0.0	0.0	0.385	0.0978	0
11	0.6545	0.6909	0.0	0.3559	0.4783	0.1487	1
177	0.4586	0.6767	1.0	0.35	0.3754	0.3173	0
13	1.1457	0.0393	0.0	0.0	0.2815	0.2171	0
51	1.1064	0.0393	0.0	0.5055	0.1461	0.2291	0
9	1.1064	0.0393	0.0	0.5055	0.1319	0.1907	1
14	0.985	0.4361	0.0	0.3058	0.4695	0.0512	0
22	0.4679	1.3839	0.0	0.3058	0.4646	0.1445	0
23	0.6545	0.6909	0.0	0.2295	0.4281	0.2758	1
6	1.2698	0.0212	0.0	0.0	0.3721	0.4821	1
21	1.3455	0.3455	0.0	0.5769	0.1327	0.12	0
34	1.3455	0.3455	1.0	0.2657	0.0242	0.3621	0
62	1.1064	0.1899	0.0	0.2758	0.3796	0.4259	0
136	0.9296	0.1407	0.0	0.2758	0.3836	0.4852	0
41	0.7725	1.5988	0.0	0.2506	0.1775	0.3591	0
507	0.4611	0.0299	0.0	0.2704	0.0216	0.2916	1
109	0.912	0.6869	1.0	0.6593	0.0244	0.3175	0
957	1.1064	0.0393	0.0	0.2426	0.4769	0.3371	0
903	1.471	0.9419	0.0	0.2426	0.4892	0.32	0
858	1.1064	0.0393	0.0	0.2426	0.4994	0.3058	0
672	0.4271	0.6349	1.0	0.2426	0.4579	0.2468	0
198	1.0704	0.1407	0.0	0.2426	0.3498	0.0966	0
87	0.9026	0.5771	1.0	0.2426	0.3245	0.0615	0
161	1.1245	0.185	1.0	0.5252	0.1803	0.1479	0
668	2.3713	1.1976	0.0	0.5252	0.1017	0.4802	0
133	1.1245	0.2219	0.0	0.2631	0.0457	0.2757	0
16	1.1737	1.1976	0.0	0.1922	0.2639	0.4939	0
50	0.9288	0.1425	0.0	0.2125	0.1385	0.0694	1
92	0.7904	1.5808	0.0	0.2125	0.1428	0.0887	0
1550	0.4311	1.9401	0.0	0.9389	0.4048	0.4048	0
13398	0.8668	0.2664	0.0	0.6754	0.1817	0.1817	0
13284	0.8385	0.3231	0.0	0.6754	0.1305	0.1305	0
13071	1.1332	0.2664	0.0	0.6754	0.0346	0.0346	0
12086	0.4611	0.3114	0.0	0.8964	0.2701	0.2701	1
20	1.0712	0.1425	1.0	0.543	0.2414	0.4957	1
23	1.1245	0.185	1.0	0.3731	0.3183	0.2469	0
122	1.1457	0.0393	0.0	0.2996	0.0588	0.146	1
92	1.0704	0.1407	0.0	0.3396	0.3617	0.4441	0
408	1.1457	0.0393	0.0	0.228	0.0614	0.3253	1
381	1.1064	0.6547	1.0	0.4038	0.0446	0.2669	1
58	1.1737	0.3832	0.0	0.0	0.3115	0.1851	0
59	0.8455	0.309	0.0	0.2033	0.1929	0.429	0
35	1.1737	0.7425	0.0	0.2639	0.2404	0.4914	0
255	0.7904	0.3832	0.0	0.1117	0.0946	0.2325	0
300	1.1457	0.0393	0.0	0.1117	0.0841	0.2067	0
120	1.1245	0.185	0.0	0.2679	0.171	0.1522	0
29	1.1457	0.0393	0.0	0.145	0.1072	0.2098	0
35	1.1245	0.185	0.0	0.145	0.1059	0.2274	0
107	0.7904	0.3832	0.0	0.258	0.044	0.3694	1
1173	0.7904	0.3832	0.0	0.258	0.0313	0.449	0
48	0.9288	0.1425	0.0	0.2946	0.4689	0.3783	0
83	1.2962	0.1506	1.0	0.4226	0.0301	0.2191	0
21	0.4611	0.0299	0.0	0.3244	0.4516	0.4986	0
46	0.4311	1.9401	0.0	0.4557	0.4708	0.3716	1
19	0.6561	0.4444	0.0	0.9021	0.0572	0.0819	0
19	0.8455	0.309	0.0	0.6967	0.0253	0.1476	0
275	2.3713	1.9401	0.0	0.158	0.0441	0.2904	0
32	0.912	0.4848	1.0	0.3739	0.4453	0.2488	0
30	1.062	0.1501	0.0	0.1661	0.3992	0.1386	1
58	1.1457	0.0393	0.0	0.4352	0.3706	0.4109	0
131	1.1245	0.185	0.0	0.2332	0.1057	0.3655	1
30	1.2063	0.1058	0.0	0.323	0.018	0.1185	1
54	0.9555	0.8962	0.0	0.2229	0.1701	0.4331	0
24	0.4311	0.7425	0.0	0.207	0.2536	0.3134	0
24	0.7725	1.5988	0.0	0.4565	0.4185	0.2912	0
916	1.1064	0.6547	1.0	0.5496	0.0426	0.0759	0
20	1.1353	0.1504	0.0	0.1015	0.2364	0.3682	1
145	1.1064	0.1899	1.0	0.7542	0.099	0.3697	0
38	1.1457	0.1506	0.0	0.39	0.4455	0.2101	1
89	1.1615	0.3231	0.0	0.2695	0.31	0.1774	0
8	0.8455	0.309	0.0	0.5269	0.1313	0.4303	0
13	1.1245	0.2219	0.0	0.0	0.0506	0.4416	0
755	1.1353	0.6767	1.0	0.226	0.4909	0.1852	0
658	0.6545	0.6909	1.0	0.226	0.4341	0.3449	1
75	1.2063	0.5503	0.0	0.5203	0.3451	0.4925	1
58	0.8385	0.3231	0.0	0.2766	0.2041	0.3334	1
63	0.9026	0.5771	1.0	0.3009	0.2009	0.4306	0
627	0.3255	0.984	1.0	0.1819	0.2865	0.4702	0
207	1.1737	0.3832	0.0	0.1819	0.3494	0.3539	0
33	1.062	0.5368	1.0	0.1819	0.3755	0.3057	0
40	0.7249	1.1269	0.0	0.465	0.4373	0.317	0
29	0.4517	0.8445	1.0	0.2325	0.38	0.1161	0
34	0.4271	1.1717	1.0	0.3395	0.4803	0.4043	1
750	0.985	0.1504	0.0	0.2263	0.0404	0.3458	0
477	0.4611	0.3114	0.0	0.2263	0.0452	0.387	0
178	0.4586	0.9624	1.0	0.2263	0.0628	0.4621	1
9	0.5079	0.9007	0.0	0.4511	0.1032	0.3598	1
63	0.5079	0.5756	0.0	0.2967	0.1066	0.3476	0
59	1.0	0.0	0.0	0.4454	0.3255	0.0813	1
104	1.062	0.1501	0.0	0.3863	0.2642	0.0457	0
49	0.8455	0.309	0.0	0.4261	0.2929	0.4772	0
27	1.062	0.5368	0.0	0.4482	0.0593	0.3521	1
18	0.8668	0.2664	0.0	0.6923	0.1808	0.1668	0
58	0.985	0.1504	0.0	0.2083	0.0755	0.1901	1
1444	0.6561	0.5503	0.0	0.221	0.1924	0.378	1
93	1.062	0.5368	1.0	0.1555	0.0569	0.4795	0
37	1.0	0.0	0.0	0.3675	0.4328	0.074	1
50	1.1245	0.185	0.0	0.3666	0.1041	0.3168	0
67	0.4311	0.3593	0.0	0.144	0.0285	0.164	0
2421	0.8952	0.5475	0.0	0.0377	0.1988	0.2717	0
978	0.4311	1.9401	0.0	0.0377	0.4918	0.3275	0
783	1.1457	0.0393	0.0	0.0377	0.4684	0.2734	0
495	1.1457	0.0393	0.0	0.0377	0.4099	0.1934	0
5286	1.1545	0.309	0.0	0.7972	0.1615	0.211	0
4923	1.471	0.9419	0.0	0.7972	0.2012	0.2629	0
4324	0.7725	1.5988	0.0	0.7972	0.2667	0.3485	0
2826	1.1332	0.2664	0.0	0.7972	0.4305	0.4372	0
2733	1.1545	0.309	0.0	0.7972	0.4407	0.4239	0
2622	0.8668	0.2664	0.0	0.7972	0.4529	0.408	0
753	0.529	0.9419	0.0	0.7972	0.3426	0.1408	0
1356	1.1615	0.3231	0.0	0.1276	0.3565	0.4365	0
372	0.8385	0.3231	0.0	0.1276	0.4688	0.1608	0
183	0.6545	0.3455	0.0	0.1276	0.4353	0.1079	0
7938	0.9026	0.2219	0.0	0.416	0.1218	0.1533	0
5769	0.9026	0.2219	0.0	0.416	0.3007	0.3785	0
5586	1.3095	0.185	0.0	0.416	0.3158	0.3975	0
2766	1.3095	0.185	0.0	0.416	0.4515	0.3096	0
2478	0.3255	0.799	1.0	0.416	0.4278	0.2797	0
2322	0.8385	0.3231	1.0	0.416	0.4149	0.2635	0
2061	1.1245	0.2219	0.0	0.416	0.3934	0.2364	0
777	0.529	0.9419	0.0	0.416	0.2875	0.1031	0
597	1.4427	0.5475	0.0	0.416	0.2727	0.0844	0
150	0.9555	0.2306	0.0	0.416	0.2358	0.038	1
58	1.1353	0.6767	1.0	0.4639	0.0845	0.0165	0
10785	1.2063	0.0635	1.0	0.316	0.0468	0.0846	0
9701	1.3095	0.185	0.0	0.316	0.0939	0.1697	0
9461	0.6545	0.3455	0.0	0.316	0.1043	0.1885	0
6948	0.4611	0.0299	0.0	0.316	0.2134	0.3857	0
6890	0.9296	0.1407	0.0	0.316	0.216	0.3902	0
6623	1.3095	0.185	0.0	0.316	0.2275	0.4112	0
5876	0.9026	0.4069	0.0	0.316	0.26	0.4698	0
5477	0.912	0.4848	1.0	0.316	0.2773	0.4989	0
5105	0.9026	0.2219	0.0	0.316	0.2934	0.4697	0
4454	0.8873	0.2255	0.0	0.316	0.3217	0.4186	0
4205	0.4762	0.6243	0.0	0.316	0.3325	0.3991	0
3851	1.4211	0.4361	0.0	0.316	0.3479	0.3713	0
3227	0.6545	0.3455	0.0	0.316	0.375	0.3224	0
2888	0.9296	0.1407	0.0	0.316	0.3897	0.2958	0
2885	0.912	0.1501	0.0	0.316	0.3898	0.2955	0
2561	1.1353	0.2857	0.0	0.316	0.4039	0.2701	0
1889	1.1005	0.6243	0.0	0.316	0.4331	0.2174	0
1859	1.1245	0.2219	0.0	0.316	0.4344	0.215	0
1163	1.1615	0.3231	1.0	0.316	0.4646	0.1604	0
32	1.291	0.0212	0.0	0.316	0.4863	0.0717	0
240	1.1545	0.309	0.0	0.316	0.4744	0.0503	0
5907	1.1245	0.185	0.0	0.1063	0.2665	0.3293	0
5715	1.291	0.0212	0.0	0.1063	0.2835	0.3504	0
4494	1.1615	0.3231	1.0	0.1063	0.3918	0.4842	0
4353	1.291	0.0212	0.0	0.1063	0.4043	0.4997	0
3816	1.2698	0.0212	0.0	0.1063	0.4519	0.4414	0
1596	1.1353	0.1504	0.0	0.1063	0.3511	0.198	0
1410	1.3095	0.185	1.0	0.1063	0.3346	0.1776	0
957	1.1353	0.1504	0.0	0.1503	0.1477	0.3889	0
696	0.985	0.4361	0.0	0.1503	0.1996	0.4741	0
339	1.4211	0.4361	1.0	0.1503	0.2705	0.2875	0
306	0.529	0.9419	0.0	0.1187	0.268	0.4371	0
33495	0.6545	0.6909	1.0	0.1681	0.4688	0.4688	0
40353	0.529	0.9419	0.0	0.2837	0.0963	0.0963	0
338	0.9026	0.2219	0.0	0.1363	0.1867	0.3912	0
21171	0.985	0.4361	0.0	0.1742	0.4152	0.4152	1
1081	1.2698	0.0212	0.0	0.3386	0.3507	0.44	0
1582	1.3095	0.185	0.0	0.3386	0.2263	0.3611	0
70	0.9138	0.1724	0.0	0.1758	0.2443	0.2711	0
331	1.1457	0.0393	0.0	0.045	0.4654	0.1672	0
787	0.9026	0.2219	0.0	0.045	0.3972	0.3808	0
1168	1.1457	0.0393	0.0	0.045	0.2826	0.4403	0
34	0.529	0.9419	0.0	0.0783	0.3887	0.0887	0
496	1.1457	0.0393	0.0	0.0783	0.17	0.398	0
127	0.9138	0.1724	0.0	0.1474	0.3642	0.2482	1
211	0.529	0.9419	0.0	0.0984	0.2961	0.3843	0
46	0.8668	0.2664	0.0	0.0984	0.4165	0.1346	0
105	0.4517	0.6547	1.0	0.1415	0.3243	0.3138	0
353	1.1245	0.185	0.0	0.0735	0.4839	0.3157	0
84	0.529	0.9419	0.0	0.5025	0.2775	0.1927	1
119	0.985	0.4361	0.0	0.0415	0.0383	0.3852	1
20	1.062	0.1501	0.0	0.0415	0.0437	0.4392	0
10	0.7249	1.1269	0.0	0.1943	0.3888	0.4899	0
72	0.7725	1.5988	0.0	0.2402	0.3713	0.3317	0
48	0.4311	1.9401	0.0	0.3007	0.1057	0.4159	0
123	0.8385	0.3231	1.0	0.3007	0.0821	0.4523	0
174	0.6545	0.6909	0.0	0.3007	0.0661	0.364	0
69	0.7249	0.2306	1.0	0.3186	0.1007	0.4099	0
42	0.7725	1.5988	0.0	0.1228	0.4167	0.3519	0
42	0.7725	1.5988	0.0	0.5849	0.3497	0.4837	1
70	1.0	0.0	0.0	0.4109	0.4383	0.2087	0
53	1.3455	0.3455	0.0	0.8846	0.2429	0.4008	1
2	0.985	0.1504	0.0	0.3013	0.1657	0.2643	1
25	0.4611	0.0299	0.0	0.2245	0.4223	0.2867	0
1	0.8668	0.2664	0.0	0.0	0.2918	0.2406	0
40	1.3455	0.6909	1.0	0.3491	0.0545	0.1625	0
58	0.529	0.9419	0.0	0.4833	0.4983	0.2711	1
61	0.8668	0.2664	0.0	0.5671	0.0238	0.2193	1
9	0.9288	0.1425	0.0	0.309	0.3468	0.3489	0
84	0.4611	0.0299	0.0	0.6228	0.1077	0.1418	0
82	0.7249	0.2306	0.0	0.3743	0.1992	0.0433	0
89	0.4311	1.9401	0.0	0.4829	0.4076	0.3746	0
34	1.1457	0.0393	0.0	0.3212	0.3294	0.4287	1
20	0.4611	0.0299	0.0	0.4059	0.4638	0.2397	0
89	1.1245	0.2219	0.0	0.2173	0.2164	0.1162	0
92	0.4611	0.3114	0.0	0.6428	0.0362	0.1401	1
1	1.1064	0.0393	0.0	1.4286	0.0279	0.1111	0
3	0.9555	0.8962	0.0	0.0	0.2149	0.2757	0
34	0.4311	0.3593	0.0	0.2143	0.3302	0.336	0
69	0.912	0.1501	0.0	0.1915	0.3795	0.3653	1
18	1.062	0.1501	0.0	0.0	0.0277	0.0351	0
55	1.1245	0.2219	0.0	0.2077	0.3983	0.2938	1
75	0.4611	0.3114	0.0	0.2731	0.3278	0.3501	1
69	0.4271	0.4848	1.0	0.2218	0.2761	0.4883	0
85	1.1245	0.185	0.0	0.3838	0.2199	0.456	1
85	0.5079	0.9007	0.0	0.1424	0.3959	0.4919	0
44	1.8517	1.1269	0.0	0.2753	0.4533	0.1759	0
48	0.912	0.4848	1.0	0.3626	0.2673	0.4152	0
87	0.9026	0.4069	1.0	0.2508	0.1009	0.4059	0
40	0.912	0.6869	1.0	0.8927	0.2854	0.1168	1
343	0.9288	0.1425	0.0	0.8927	0.3104	0.1698	0
376	0.4679	1.3839	0.0	0.8927	0.3315	0.2144	0
25	0.7904	0.3832	0.0	0.4566	0.3376	0.406	0
64	0.912	0.6869	1.0	0.1775	0.4222	0.3453	1
30	1.1245	0.2219	0.0	0.2854	0.3931	0.3146	0
90	1.1245	0.185	0.0	0.2871	0.2179	0.0529	0
96	1.1615	0.3231	0.0	0.2341	0.062	0.1801	0
690	0.912	0.1501	0.0	0.2007	0.4476	0.3296	0
411	1.0	0.0	0.0	0.2007	0.4936	0.2418	0
8	0.8385	0.3231	0.0	0.3093	0.4506	0.2438	0
32	0.9026	0.5771	1.0	0.6222	0.4723	0.3555	0
5	1.1064	0.0393	0.0	0.6222	0.4637	0.4101	0
7	2.3713	1.9401	0.0	0.7149	0.2328	0.4568	0
33	1.1353	0.2857	0.0	0.4465	0.2177	0.4407	0
74	0.7725	1.5988	0.0	0.4465	0.215	0.4237	0
35	1.1353	0.2857	0.0	0.3656	0.2132	0.2723	0
19	0.4517	0.8445	1.0	0.3818	0.1733	0.1953	0
51	0.9296	0.1407	0.0	0.3157	0.0418	0.1344	1
42	1.1245	0.185	0.0	0.0962	0.0847	0.4437	0
21	0.4611	0.0299	0.0	0.1651	0.1327	0.4023	0
71	0.4586	0.9624	1.0	0.539	0.4494	0.2597	0
29	0.529	0.9419	0.0	0.6235	0.4744	0.4607	0
6	0.8952	0.5475	0.0	0.5399	0.2525	0.3641	1
34	1.1615	0.3231	1.0	0.2897	0.3737	0.3079	0
88	0.985	0.5263	1.0	0.5785	0.2051	0.2992	0
13	1.0	0.0	0.0	0.2874	0.2424	0.3844	0
45	0.9418	0.1163	0.0	0.3738	0.4534	0.337	0
12	0.9288	0.1425	0.0	0.6171	0.213	0.3422	0
85	0.7725	1.5988	0.0	0.4325	0.0421	0.2096	1
81	0.8668	0.2664	0.0	0.4325	0.0425	0.2115	1
12	0.7249	0.2306	0.0	1.2284	0.2511	0.2096	0
60	0.5079	0.9007	1.0	0.7794	0.0307	0.0986	0
19	0.6561	0.5503	0.0	0.5172	0.4115	0.3185	0
