DSP	RSCU	dRSCU	CpG?	CpG_exon	f_premrna	f_mrna	TFBs
431	0.9138	0.1724	0.0	0.9194	0.0862	0.1319	0
49	1.0	0.0	0.0	0.8418	0.2111	0.059	1
10	2.3713	1.5808	0.0	0.1655	0.4652	0.3065	0
143	1.0835	0.3251	0.0	0.1375	0.0277	0.3577	0
181	0.9288	0.1425	1.0	0.7432	0.0374	0.1419	1
38	1.1005	0.1058	1.0	0.7545	0.0715	0.1281	0
7959							0
218							0
86	1.1245	0.185	0.0	0.1933	0.111	0.259	0
37	0.6545	0.6909	0.0	0.4102	0.3699	0.4504	0
651							1
26							0
104	0.7904	0.3832	1.0	0.3958	0.265	0.3709	0
350	2.3713	1.9401	0.0	0.2261	0.3342	0.3665	0
314							0
64	1.4427	0.5475	0.0	0.1519	0.3085	0.1629	1
839	1.1545	0.309	0.0	0.4789	0.0578	0.3913	0
42	0.8873	0.2255	1.0	0.98	0.4719	0.3009	1
32	1.0835	0.3251	1.0	0.6835	0.3579	0.1078	0
59	0.8385	0.3231	1.0	0.5785	0.4924	0.0644	0
32722	1.0	0.0	0.0	0.1385	0.1473	0.1473	0
182079	0.8873	0.2255	0.0	0.5113	0.0417	0.0417	0
2528	1.8517	1.3839	0.0	0.2603	0.0325	0.4094	0
116	1.1353	0.6767	1.0	0.5738	0.1969	0.3555	1
70	0.8455	0.309	0.0	0.4406	0.2418	0.4105	0
47636	0.7904	1.5808	0.0	0.3712	0.1811	0.1811	1
77	0.985	0.4361	0.0	0.5825	0.1126	0.1292	0
42	1.3095	0.185	0.0	0.6726	0.1684	0.4782	0
62	1.0704	0.1407	0.0	0.1131	0.4493	0.3109	1
31	1.1353	0.2857	0.0	0.4177	0.4688	0.4262	0
42714	1.1127	0.2255	0.0	0.1868	0.3343	0.3343	0
507	0.3255	0.5771	1.0	0.2203	0.0662	0.3499	0
34	0.9418	0.1163	1.0	0.5318	0.4011	0.2658	0
489	0.7904	0.3832	0.0	0.1528	0.0171	0.3258	0
162	0.912	0.4848	1.0	0.2623	0.0155	0.2731	0
11							1
292	0.8455	0.309	0.0	0.702	0.0035	0.2253	0
26	1.1353	0.6767	1.0	0.3887	0.1818	0.1426	0
229	1.0835	0.3251	0.0	0.4842	0.0482	0.3212	0
62							0
44	0.9296	0.1407	1.0	0.5504	0.4323	0.0668	0
53							0
17	1.1005	0.6243	1.0	0.6351	0.3288	0.3483	0
70	0.8873	0.2255	1.0	0.5192	0.2413	0.4484	0
23	0.7249	1.1269	0.0	0.4957	0.1789	0.0557	1
620	0.7904	0.3832	0.0	0.9194	0.0396	0.0607	0
59	1.1353	0.6767	1.0	0.8639	0.2409	0.4635	0
40	0.4611	0.0299	0.0	0.3477	0.0718	0.0649	0
34	1.1737	1.1976	0.0	0.7815	0.0315	0.1987	0
158	0.5079	0.5756	0.0	0.3268	0.0553	0.354	0
34	0.9418	0.1163	1.0	0.4158	0.2852	0.4141	1
186	0.9026	0.5771	1.0	0.2551	0.0109	0.4944	0
27	0.9296	0.1407	1.0	0.191	0.0132	0.3557	1
2486							0
81	0.9296	0.1407	0.0	0.6184	0.2572	0.1238	1
745	1.062	0.5368	0.0	0.5527	0.1209	0.3595	0
49	0.4517	0.6547	1.0	0.3846	0.0205	0.1498	0
42							0
9							0
13	0.9288	0.1425	1.0	0.1276	0.1758	0.3938	0
24	0.4679	0.4876	0.0	0.5642	0.0156	0.3105	0
7	1.1127	0.2255	0.0	0.5444	0.4545	0.302	0
30	0.8952	0.5475	1.0	0.5113	0.3754	0.3093	0
347	0.8873	0.2255	1.0	0.2999	0.1297	0.4582	0
17	1.0835	0.3251	0.0	0.0	0.0246	0.2621	0
69	1.291	0.0212	0.0	0.2751	0.3105	0.4969	1
48	0.6545	0.6909	0.0	0.4357	0.1843	0.4089	1
1259	0.912	0.4848	1.0	0.7679	0.1167	0.1198	0
66							0
325	0.9288	0.1425	1.0	0.369	0.1293	0.3875	1
35	0.9418	0.1163	0.0	0.6278	0.3975	0.0898	0
68	0.8952	0.5475	0.0	0.2147	0.3401	0.309	0
128	0.912	0.4848	1.0	0.3916	0.0215	0.4557	1
12	1.2698	0.0212	0.0	0.3917	0.2797	0.4371	1
226	1.1127	0.2255	0.0	0.3761	0.4645	0.0899	0
15	0.9026	0.5771	1.0	0.2736	0.2287	0.33	0
44492	1.0835	0.3251	0.0	0.3618	0.0764	0.0764	0
2	0.985	0.4361	0.0	0.4595	0.1753	0.3455	0
274449	0.9288	0.1425	0.0	0.1438	0.1919	0.1919	0
49							0
58							0
11	0.7249	0.2306	0.0	0.0	0.3934	0.0867	0
25	0.6561	0.5503	0.0	0.5586	0.272	0.407	0
41	0.4271	0.4848	1.0	0.1741	0.2935	0.3512	0
889	0.9418	0.1163	1.0	0.9051	0.2774	0.2774	1
496							0
169	0.9296	0.1407	1.0	0.3181	0.0267	0.3134	1
104	0.4311	1.9401	0.0	0.1742	0.4713	0.2466	0
361	0.9555	0.8962	0.0	0.3863	0.383	0.4153	1
71	1.1245	0.185	1.0	1.027	0.443	0.2301	1
988	0.4611	0.3114	0.0	0.4119	0.0998	0.0998	0
71							0
267	1.0	0.0	0.0	0.2426	0.368	0.4906	0
530	0.9288	0.1425	1.0	0.8018	0.1533	0.3954	1
2	0.4271	0.6349	1.0	0.1771	0.3001	0.2953	1
326	1.0835	0.3251	0.0	0.2103	0.4892	0.4933	0
52							1
63	0.9138	0.1724	1.0	0.3592	0.1519	0.3462	0
62	1.0835	0.3251	0.0	0.5976	0.2017	0.0729	1
37	1.4211	0.2857	0.0	0.6448	0.4002	0.1636	1
1136	0.6545	0.6909	1.0	0.4272	0.0182	0.3005	0
11	0.9288	0.1425	1.0	0.7407	0.3478	0.0793	0
14	1.4211	0.4361	0.0	0.0	0.0607	0.2126	0
90							1
154	0.9026	0.5771	1.0	0.1387	0.3759	0.154	0
344							0
54	0.6545	0.3455	0.0	0.5781	0.486	0.4871	0
2533	0.9288	0.1425	1.0	0.7602	0.0219	0.1722	1
57							0
6	1.1615	0.3231	0.0	0.3798	0.1892	0.1619	0
351	1.0	0.0	0.0	0.1528	0.018	0.2899	1
8	1.291	0.6349	1.0	0.5914	0.2722	0.2267	1
62	1.0	0.3455	0.0	0.1633	0.1588	0.4431	0
24	1.4086	0.3251	1.0	0.6612	0.2872	0.3801	0
31	1.0704	0.1407	1.0	0.526	0.4494	0.2399	0
6	0.8668	0.2664	0.0	0.1786	0.1487	0.1766	1
30	0.4611	0.0299	0.0	0.3934	0.2121	0.3819	0
22	1.291	0.0212	0.0	0.326	0.1641	0.3301	0
301	1.2063	0.7302	0.0	0.9382	0.2079	0.2079	1
165	0.8385	0.3231	1.0	0.619	0.4465	0.218	1
85	0.9288	0.1425	1.0	0.2837	0.0388	0.1655	0
733	0.9288	0.1425	1.0	0.915	0.3285	0.3285	0
102	0.5079	0.9007	0.0	0.3615	0.468	0.2898	0
36	0.3255	0.5771	1.0	0.4792	0.3751	0.3833	0
109							0
43	1.1245	0.185	0.0	0.6524	0.1704	0.2513	0
130	1.5988	0.5368	1.0	0.6192	0.2175	0.225	1
83	1.1545	0.309	0.0	0.3701	0.4313	0.2303	0
47	0.9555	0.8962	0.0	0.0	0.0874	0.0151	0
52	1.1332	0.2664	0.0	0.4373	0.4754	0.1639	0
14							0
68	1.0835	0.3251	0.0	0.2825	0.0963	0.2365	0
91	1.0835	0.3251	1.0	0.7812	0.1722	0.113	0
3	1.0835	0.3251	1.0	0.7004	0.2467	0.4164	0
1232	0.4679	1.3839	0.0	0.3038	0.0516	0.293	0
38	1.1245	0.185	0.0	0.1826	0.3734	0.2299	1
113	1.0835	0.3251	0.0	0.3854	0.3775	0.2104	0
13							0
27	1.1245	0.185	0.0	0.1055	0.2317	0.4767	0
389	0.4586	0.5263	1.0	0.1963	0.0279	0.4341	0
25	1.1064	0.6547	1.0	0.6401	0.1431	0.15	0
21							0
87	0.9288	0.1425	1.0	0.5119	0.2983	0.4357	0
40							1
24	1.1457	0.1506	1.0	0.6908	0.4875	0.4359	0
6	0.8873	0.2255	1.0	0.4802	0.4305	0.3138	0
85							0
8	0.9288	0.1425	1.0	0.8554	0.2123	0.105	1
523	0.9296	0.1407	0.0	0.3241	0.4066	0.4984	0
24							0
78							1
18	1.1457	0.1506	0.0	0.6471	0.2616	0.4143	0
30	0.9288	0.1425	1.0	0.5556	0.4251	0.2202	0
19	0.9296	0.1407	1.0	0.4769	0.1847	0.4655	0
2210	1.1332	0.2664	0.0	0.189	0.1847	0.4208	0
155	1.2063	0.0635	1.0	0.7818	0.0051	0.4698	0
52	1.1353	0.6767	1.0	0.5572	0.4797	0.3667	0
5	0.985	0.5263	1.0	0.2624	0.3441	0.2951	0
253	0.7725	1.5988	0.0	0.457	0.4139	0.2297	0
58	1.1457	0.1506	0.0	0.1943	0.3221	0.3551	0
41							0
81	0.8668	0.2664	0.0	0.5062	0.3663	0.2164	0
172	1.1615	0.3231	0.0	0.2374	0.0034	0.063	0
875							0
102	1.2698	0.0635	1.0	0.1971	0.1474	0.1229	0
50	1.1127	0.2255	0.0	0.9113	0.335	0.1945	0
29	0.9288	0.1425	0.0	0.5466	0.4087	0.4025	0
43	1.1064	0.6547	1.0	0.418	0.4639	0.2105	0
402	0.8873	0.2255	1.0	0.3724	0.2713	0.2713	0
59	0.9288	0.1425	1.0	0.1882	0.0336	0.2452	0
91	1.0582	0.1163	1.0	0.3724	0.0501	0.0501	1
827	1.0	0.0	0.0	0.752	0.0718	0.2246	0
18	1.1353	0.6767	1.0	0.9107	0.1476	0.1066	0
53	0.8873	0.2255	0.0	0.3825	0.3262	0.3781	1
87	0.9138	0.1724	0.0	0.3864	0.3211	0.3262	1
7	1.4086	0.3251	1.0	0.2012	0.3642	0.34	0
167	1.062	0.5368	0.0	0.5115	0.2849	0.4331	0
998	1.3095	0.185	0.0	0.1606	0.118	0.2422	0
63503							0
15							0
26	0.6561	0.6349	1.0	0.5636	0.2299	0.4786	1
1	0.8455	0.309	0.0	0.1628	0.437	0.4467	1
96	0.4762	0.7302	0.0	0.6036	0.1493	0.0491	0
222043	1.4086	0.3251	0.0	0.2587	0.329	0.329	0
41	1.1353	0.6767	1.0	0.5426	0.0795	0.2184	0
5	0.9026	0.5771	1.0	0.4795	0.0632	0.1239	0
46							1
39	0.9296	0.1407	0.0	0.5086	0.098	0.4918	0
22	1.2962	0.8445	1.0	0.7742	0.2801	0.1427	1
193	1.4427	0.5475	0.0	0.1976	0.0075	0.0717	0
1	1.291	0.0212	0.0	0.262	0.3264	0.3971	0
225	1.0835	0.3251	1.0	0.3863	0.3838	0.4385	0
36							0
22	0.4679	1.3839	0.0	0.5885	0.1992	0.2935	1
19	1.0	0.0	0.0	0.4706	0.0317	0.3088	0
172	0.7904	0.3832	1.0	0.3935	0.0052	0.3642	1
4							1
53							0
379	0.8952	0.5475	0.0	0.6307	0.0489	0.2082	1
95	0.985	0.5263	1.0	0.2628	0.3812	0.1835	0
45							0
1935							1
155	0.8873	0.2255	1.0	0.3025	0.2227	0.1726	0
5	0.4611	0.0299	0.0	0.4478	0.3258	0.4442	0
414	0.9288	0.1425	0.0	0.6064	0.0069	0.248	0
18	0.4311	1.9401	0.0	0.0	0.4349	0.4069	0
126	0.9138	0.1724	0.0	0.4128	0.0015	0.019	1
13363	0.4762	0.6243	0.0	0.6754	0.3574	0.3574	1
1487	0.8385	0.3231	1.0	0.3928	0.1864	0.3043	0
95	0.912	0.6869	0.0	0.1324	0.3057	0.4188	0
187	1.4086	0.9007	1.0	0.4458	0.0014	0.1996	0
14373	1.3095	0.185	0.0	0.2706	0.1625	0.1625	0
658	1.0	0.0	0.0	0.2546	0.0344	0.4153	0
57							0
38	1.2962	0.1506	0.0	0.3021	0.0445	0.0723	1
372	0.9296	0.1407	1.0	0.4732	0.0099	0.1532	0
887	0.4679	1.3839	0.0	0.4163	0.0508	0.3581	0
311	0.912	0.4848	1.0	0.549	0.146	0.3405	1
44	0.5079	0.9007	0.0	0.6999	0.1817	0.4847	0
1424	0.6545	0.3455	0.0	0.2137	0.1193	0.4664	0
53							0
14	0.8873	0.2255	1.0	0.5805	0.3144	0.4671	1
1	1.4211	0.9624	1.0	0.4247	0.013	0.3191	0
26	1.1064	0.1899	0.0	0.3992	0.4691	0.3688	0
2	1.0	0.0	0.0	0.0	0.0975	0.3541	0
25	1.1737	1.1976	0.0	0.3204	0.2885	0.1843	1
193							0
11	1.0	0.3455	0.0	0.5953	0.1704	0.2778	0
61	1.2962	0.1506	1.0	0.4711	0.0641	0.0912	0
620	0.8873	0.2255	0.0	0.3217	0.104	0.4186	0
188	0.9418	0.1163	0.0	0.6423	0.1409	0.2279	1
5604	1.291	0.0212	0.0	0.1935	0.1628	0.1628	0
220	0.8455	0.309	0.0	0.9287	0.3146	0.3824	0
38	1.1353	0.2857	0.0	0.4001	0.2244	0.1265	0
57	0.9418	0.1163	0.0	0.4101	0.0199	0.2004	0
34	1.0835	0.3251	1.0	0.7248	0.2721	0.0839	0
1	0.6545	0.3455	0.0	0.2611	0.4503	0.3464	0
359887	1.8517	0.8962	0.0	0.2138	0.1333	0.1333	0
92	0.9288	0.1425	1.0	0.4078	0.1893	0.3632	0
30974	1.1545	0.309	0.0	0.3388	0.1162	0.1162	0
95	1.1353	0.6767	1.0	0.2628	0.3812	0.1835	0
9	0.9138	0.1724	0.0	0.2095	0.2346	0.4407	0
605	0.9296	0.1407	1.0	0.5262	0.0152	0.1252	0
99	0.9418	0.1163	1.0	0.6332	0.3368	0.4834	0
119							0
616	0.4611	0.0299	0.0	0.2703	0.0229	0.402	1
12	1.2063	0.1058	0.0	0.3971	0.2953	0.4652	0
37	0.4611	0.0299	0.0	0.5776	0.087	0.3959	0
392	0.8668	0.2664	0.0	0.1553	0.0885	0.2867	1
691							0
26	0.9026	0.5771	1.0	0.5711	0.4849	0.3168	0
17	0.4611	0.3114	0.0	0.5161	0.2443	0.315	0
1990	0.4271	0.4848	1.0	0.1227	0.2762	0.1401	0
96							0
260	0.7904	1.5808	0.0	0.6423	0.1349	0.2607	1
375	0.6545	0.6909	1.0	0.3001	0.0091	0.221	0
134	1.1457	0.1506	0.0	0.5216	0.4482	0.1835	0
426	1.4211	0.4361	0.0	0.4849	0.3789	0.4117	0
25	0.912	0.6869	0.0	0.5624	0.2023	0.4475	1
1186	1.1332	0.2664	0.0	0.1388	0.0271	0.3864	0
20	1.5988	0.6869	1.0	0.0	0.3221	0.3362	0
11	0.9138	0.1724	1.0	0.5927	0.0412	0.4867	0
20	0.9296	0.1407	1.0	0.6195	0.3879	0.4737	0
461	1.2962	0.1506	0.0	0.7857	0.1828	0.4541	0
102444	0.912	0.4848	1.0	0.2901	0.4936	0.4936	0
24							0
36							0
65	1.0	0.0	0.0	0.2104	0.3022	0.0855	0
771	0.985	0.1504	0.0	0.335	0.0998	0.4786	0
14	1.291	0.0212	0.0	0.4943	0.2117	0.4479	0
314							0
532	1.1005	0.6243	0.0	0.2846	0.3719	0.1392	0
91	1.291	0.0212	0.0	0.1394	0.4094	0.2307	0
17	0.8873	0.2255	0.0	0.5826	0.0739	0.228	0
11	0.9288	0.1425	0.0	0.4026	0.1795	0.3028	0
22639	1.1353	0.6767	1.0	0.2461	0.1143	0.1143	0
27							0
37							0
105	0.7249	1.1269	0.0	0.435	0.312	0.4599	0
11							0
21							1
127674							0
1033	1.5988	1.1717	1.0	0.7313	0.3264	0.3264	0
1676	1.1353	0.1504	0.0	0.3004	0.0037	0.4056	1
1874	1.1245	0.185	1.0	0.3277	0.1901	0.3786	0
6	0.4762	0.1799	0.0	0.4018	0.3082	0.3529	0
7527	0.912	0.4848	1.0	0.239	0.0292	0.1962	1
29	1.0	0.3455	0.0	0.4013	0.0973	0.4094	1
907							0
12	1.1245	0.185	0.0	0.4017	0.4716	0.1427	0
1	0.8668	0.2664	0.0	0.2614	0.1504	0.3108	1
72							0
269	0.9026	0.5771	1.0	0.2351	0.1449	0.3934	0
567	0.6545	0.6909	0.0	0.292	0.3535	0.2138	0
11	1.0	0.0	0.0	0.0	0.037	0.1764	0
24							0
137	1.1332	0.2664	0.0	0.6852	0.2358	0.205	1
35							0
504	1.1457	0.1506	0.0	0.4178	0.3011	0.4221	0
2	1.0	0.3455	0.0	0.4209	0.3881	0.3027	0
1073	0.7904	1.5808	0.0	0.2137	0.1365	0.3893	0
8							0
28	0.7725	1.5988	0.0	0.1712	0.1452	0.1459	1
15	0.4762	0.6243	0.0	0.539	0.1813	0.2961	0
8	1.3455	0.3455	1.0	0.2893	0.4698	0.2342	1
8							0
2401	1.0835	0.3251	0.0	0.1968	0.0022	0.2766	0
5573	0.6561	0.4444	0.0	0.9505	0.0858	0.0858	1
47	0.4679	1.3839	0.0	0.3477	0.1292	0.1653	0
83							0
246225	1.3095	0.185	0.0	0.1694	0.3694	0.3694	0
105	0.4311	1.9401	0.0	0.4358	0.0489	0.3675	0
50	0.6561	0.5503	0.0	0.6835	0.3579	0.1092	1
806	0.985	0.4361	0.0	0.229	0.1398	0.4855	0
57	1.8517	0.8962	0.0	0.3626	0.3473	0.3773	0
44	1.8517	1.3839	0.0	0.0563	0.4655	0.1632	0
629	1.0582	0.1163	0.0	0.207	0.1833	0.3167	1
37	0.7249	1.1269	0.0	0.5214	0.1039	0.3787	0
217	1.062	0.5368	0.0	0.5818	0.4279	0.4034	0
4716	0.4517	0.6547	1.0	0.1706	0.0884	0.0884	1
16	0.9418	0.1163	0.0	0.3373	0.4308	0.0578	1
47	1.1457	0.1506	0.0	0.2536	0.4652	0.3033	1
14	1.0835	0.3251	1.0	0.6884	0.1507	0.3896	1
256	0.3255	0.799	1.0	0.2465	0.0193	0.2544	1
44	0.9288	0.1425	1.0	0.5752	0.2652	0.4118	0
386	1.471	0.9419	0.0	0.1822	0.0881	0.4797	1
51	1.0835	0.3251	0.0	0.352	0.0944	0.1625	0
87	1.1737	0.3832	0.0	0.4786	0.1128	0.2403	0
41							0
55							1
11	1.062	0.5368	0.0	0.4671	0.4845	0.2088	0
941	1.4427	0.5475	0.0	0.189	0.2491	0.2188	0
70	0.9296	0.1407	1.0	0.5049	0.2711	0.1177	0
12	0.9288	0.1425	1.0	1.6348	0.0695	0.3125	1
37197							0
1110							0
89	0.4762	0.7302	0.0	0.3978	0.0887	0.3003	0
69	1.1005	0.1058	0.0	0.4342	0.1772	0.1641	1
102	1.0835	0.3251	1.0	0.3372	0.1198	0.1454	1
113							0
295	1.1545	0.309	0.0	0.4857	0.454	0.406	1
8							0
1	0.4311	1.9401	0.0	0.0	0.4478	0.4298	0
46	1.1545	0.309	0.0	0.6029	0.4578	0.4437	0
202	0.9288	0.1425	1.0	0.7145	0.3399	0.3561	1
37	0.9026	0.5771	1.0	0.6719	0.2594	0.4186	0
133							0
107	1.1064	0.0393	0.0	0.0886	0.1997	0.3017	0
164	1.0	0.0	0.0	0.3479	0.011	0.2955	0
78	1.3455	0.6909	1.0	0.6729	0.3382	0.154	0
40							1
18845	1.1064	0.6547	1.0	0.9577	0.4889	0.4889	0
218	1.2962	0.1899	0.0	0.8984	0.1316	0.3843	0
13							1
86	1.1353	0.6767	1.0	0.4469	0.1965	0.436	1
78	1.3455	0.3455	0.0	0.4637	0.2241	0.0795	0
236							0
143							1
99401	1.5988	1.1717	1.0	0.3438	0.1481	0.1481	0
104	1.1457	0.1506	1.0	0.6618	0.2005	0.4837	1
14	0.4611	0.0299	0.0	0.0	0.3073	0.4053	0
548	1.1353	0.6767	1.0	0.2915	0.0247	0.4976	0
172	0.4271	0.4848	1.0	0.1548	0.2285	0.0286	1
13							0
26	1.8517	1.3839	0.0	0.1487	0.3544	0.3841	1
37	1.0712	0.1425	1.0	0.4516	0.0518	0.214	0
4872	0.7904	1.5808	0.0	0.6315	0.197	0.197	1
66446	1.1353	0.6767	1.0	0.2284	0.0092	0.0092	0
207	1.2698	0.0212	0.0	0.4683	0.4892	0.3205	1
17							0
428							0
91	1.5988	0.5368	1.0	0.3021	0.0426	0.1119	0
162078							0
17	1.0	0.0	0.0	0.2241	0.1324	0.185	0
761							0
11	0.985	0.4361	0.0	0.2667	0.1922	0.2708	0
643							0
167	1.0835	0.3251	1.0	0.4101	0.2385	0.3123	0
514	0.912	0.1501	0.0	0.3916	0.4198	0.3084	0
54	1.0	0.0	0.0	0.3174	0.0178	0.4319	1
36	0.8952	0.5475	0.0	0.1195	0.1411	0.2241	0
833	0.9418	0.1163	0.0	0.3217	0.0948	0.4701	1
19	0.4271	0.4848	1.0	0.1917	0.0809	0.3813	0
22							0
37527	0.9288	0.1425	1.0	0.4187	0.2644	0.2644	0
23	1.1353	0.6767	1.0	0.1771	0.3001	0.2969	0
499	1.062	0.5368	0.0	0.283	0.0073	0.1672	0
427	1.4211	0.4361	1.0	0.773	0.0136	0.2048	0
43	1.0	0.3455	0.0	0.9714	0.4299	0.4053	0
165	1.1457	0.1506	1.0	0.4059	0.2036	0.1043	0
86	1.0835	0.3251	0.0	0.3108	0.0731	0.2732	0
221995	0.4311	1.9401	0.0	0.2587	0.3736	0.3736	0
432	0.7249	0.2306	0.0	0.1481	0.1245	0.4479	1
52	0.3255	0.5771	1.0	1.0344	0.1212	0.1033	0
48	0.9288	0.1425	0.0	0.1695	0.2583	0.2583	1
51	1.1353	0.6767	1.0	0.4791	0.2319	0.3528	0
35	1.1064	0.6547	1.0	0.4639	0.462	0.2295	0
15	0.912	0.6869	0.0	0.4	0.2839	0.0929	0
42							0
57							0
50	1.1245	0.2219	0.0	0.3654	0.1666	0.2621	0
35							0
121	0.4762	0.6243	1.0	0.4477	0.4854	0.1504	0
70							0
10							0
297	0.9288	0.1425	0.0	0.122	0.0996	0.318	0
306126	0.9026	0.4069	0.0	0.0	0.3634	0.3742	0
39	0.9026	0.5771	1.0	0.3844	0.3797	0.3212	0
2	1.1457	0.0393	0.0	0.51	0.355	0.3313	0
59	0.3255	0.984	1.0	0.3974	0.0262	0.3889	0
22	1.1064	0.6547	1.0	0.531	0.1984	0.1686	0
216	1.2962	0.1899	0.0	0.5092	0.4797	0.38	0
3177	1.0	0.0	0.0	0.1016	0.3183	0.3183	0
362	0.9296	0.1407	0.0	0.125	0.034	0.3364	0
359	1.1353	0.1504	0.0	0.256	0.0908	0.3549	0
38	0.7725	1.5988	0.0	0.3386	0.2133	0.163	0
813	0.4271	1.1717	1.0	0.4356	0.022	0.2825	0
145336	1.2063	0.0635	1.0	0.202	0.2708	0.2708	0
6							1
16	1.3455	0.3455	1.0	0.8081	0.4664	0.2796	0
44	0.4517	0.8445	1.0	0.4074	0.4981	0.458	1
851	0.8385	0.3231	0.0	0.1822	0.0899	0.373	1
4							0
38	0.9288	0.1425	1.0	0.4472	0.0146	0.4492	0
7490	1.1245	0.185	0.0	0.316	0.1899	0.3431	0
70	0.4517	0.6547	1.0	0.2581	0.0421	0.3797	0
758	0.8668	0.2664	0.0	0.6423	0.0935	0.4873	0
50	0.4611	0.0299	0.0	0.17	0.2147	0.3073	0
70	0.7249	1.1269	0.0	0.8462	0.1509	0.3061	0
157926							0
159	0.8952	0.5475	0.0	0.5991	0.4611	0.4545	0
3							0
380	1.0835	0.3251	0.0	0.4811	0.4782	0.3368	0
17	1.8517	1.3839	0.0	0.2796	0.2916	0.4668	0
220	0.912	0.6869	1.0	0.2502	0.2028	0.3933	0
214	1.1353	0.6767	1.0	0.3932	0.1448	0.1487	1
44							0
333	1.4211	0.4361	1.0	0.2777	0.0573	0.4122	0
30							1
750	1.4427	0.5475	0.0	0.2894	0.4538	0.439	0
491	0.4517	0.6547	1.0	0.5208	0.0299	0.2941	0
18731	0.9296	0.1407	1.0	0.9577	0.4375	0.4375	1
73							0
184	0.4586	0.6767	1.0	0.4633	0.1492	0.161	0
12524							1
108	1.1245	0.185	0.0	0.7224	0.0283	0.3225	0
48							0
17	1.0582	0.1163	0.0	0.505	0.2151	0.3911	1
113	1.1457	0.1506	0.0	0.1048	0.4225	0.173	0
172	1.0	0.3455	0.0	0.5677	0.0047	0.0848	0
683	0.7725	1.5988	0.0	0.2849	0.0072	0.0165	0
18209	1.2962	0.8445	1.0	0.9577	0.2018	0.2018	1
31	1.1353	0.6767	1.0	0.4812	0.1827	0.1775	0
142	0.9026	0.5771	1.0	0.3984	0.2346	0.3755	1
279542	1.0862	0.1724	1.0	0.1626	0.4679	0.4679	0
52	1.0862	0.1724	0.0	0.475	0.0623	0.1474	0
10	1.1332	0.2664	0.0	0.712	0.0512	0.2349	0
75	0.9296	0.1407	0.0	0.3751	0.0742	0.4249	0
1779	1.0835	0.3251	1.0	0.5652	0.0566	0.3735	0
397	0.4611	0.3114	0.0	0.4552	0.0898	0.207	0
40	1.1245	0.185	0.0	0.1341	0.3989	0.2502	0
122	0.9288	0.1425	0.0	0.2773	0.0303	0.4742	1
92	0.7725	1.5988	0.0	0.2267	0.1758	0.2777	0
474							0
653	0.4679	1.3839	0.0	0.3622	0.4373	0.4035	0
129	0.4679	1.3839	0.0	0.3331	0.1441	0.1109	1
3							0
1083	1.471	0.9419	0.0	0.2161	0.0328	0.3042	1
63	0.9026	0.4069	0.0	0.3623	0.0878	0.4916	1
54	1.0835	0.3251	0.0	0.5379	0.4028	0.1293	1
443	0.9138	0.1724	0.0	0.3284	0.2929	0.0806	0
13							0
71	0.4586	0.6767	1.0	0.1704	0.3809	0.166	0
1	0.9418	0.1163	1.0	0.5477	0.1488	0.4753	0
31							0
23	0.3255	0.984	1.0	0.3797	0.03	0.3563	1
80	1.0	0.3455	0.0	0.9671	0.0143	0.2007	0
115	1.1737	1.1976	0.0	0.2204	0.2125	0.1555	1
69							0
6	0.985	0.4361	0.0	1.0053	0.0851	0.2507	1
104	1.1353	0.2857	0.0	0.6089	0.3304	0.2459	0
8	1.1457	0.1506	0.0	0.0	0.1034	0.3573	0
25	1.1332	0.2664	0.0	0.0	0.3595	0.1848	1
1025							0
77	0.4762	0.1799	0.0	0.5952	0.1428	0.4596	0
1301	1.1332	0.2664	0.0	0.14	0.2976	0.4185	0
10	1.062	0.6349	1.0	0.3918	0.0628	0.4695	0
1770	0.912	0.4848	1.0	0.887	0.0173	0.2104	0
58							0
67	2.3713	1.1976	0.0	0.4656	0.3306	0.2351	1
67	1.0835	0.3251	0.0	0.4659	0.0757	0.3065	0
241	1.1737	1.1976	0.0	0.5395	0.0679	0.0951	0
27	1.4211	0.4361	0.0	0.0	0.3283	0.3656	0
10	1.0	0.3455	0.0	0.3221	0.315	0.4121	1
12	0.4586	0.9624	1.0	0.7051	0.1255	0.2417	0
21							0
64							0
19	2.3713	1.1976	1.0	0.5193	0.009	0.0654	0
929	0.8455	0.309	0.0	0.1992	0.1227	0.2188	0
372							1
16	0.4762	0.7302	0.0	0.9413	0.2233	0.1916	0
50	0.9296	0.1407	1.0	0.7845	0.1428	0.4228	0
27	1.4211	0.2857	0.0	0.5395	0.4686	0.3614	0
7628	2.3713	1.5988	0.0	0.239	0.0302	0.2026	0
320	0.4586	0.9624	1.0	0.368	0.0835	0.2027	0
11	1.291	0.0212	0.0	0.0833	0.3296	0.1851	0
232	0.8952	0.5475	0.0	0.3712	0.1995	0.0938	0
9	1.3455	0.6909	1.0	0.3205	0.0954	0.412	0
64							0
90							0
8	0.8668	0.2664	0.0	0.0	0.0294	0.2849	0
258	1.0	0.0	0.0	0.284	0.4394	0.1927	0
724	1.0	0.3455	0.0	0.5628	0.0672	0.4666	0
72							0
42	0.9296	0.1407	0.0	0.288	0.3691	0.4647	0
1053	0.912	0.4848	1.0	0.8296	0.0057	0.3309	1
5784							0
57	1.5988	1.1717	1.0	0.3731	0.4954	0.2432	0
94							1
64589	0.8668	0.2664	0.0	0.1579	0.3091	0.3091	0
61							0
9	0.4271	0.4848	1.0	0.6364	0.4901	0.2795	0
